Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Tokens,Tokens_No_Stopwords,Stemmed,Lemmatized,Processed_Text,TextBlob_Sentiment,VADER_Sentiment,Sentiment_Score,Mapped_Sentiment,ML_Prediction
sneaking snacks into class like a pro. the art of snack-smuggling is a sacred skill!,Mischievous,2023-08-16 14:00:00,SnackSmugglerHighSchool,Instagram,#SnackSmuggler #HighSchoolSnacks,30.0,60.0,USA,2023,8,16,14,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill,"['sneaking', 'snacks', 'into', 'class', 'like', 'a', 'pro', 'the', 'art', 'of', 'snacksmuggling', 'is', 'a', 'sacred', 'skill']","['sneaking', 'snacks', 'class', 'like', 'pro', 'art', 'snacksmuggling', 'sacred', 'skill']","['sneak', 'snack', 'class', 'like', 'pro', 'art', 'snacksmuggl', 'sacr', 'skill']","['sneaking', 'snack', 'class', 'like', 'pro', 'art', 'snacksmuggling', 'sacred', 'skill']",sneaking snack class like pro art snacksmuggling sacred skill,Neutral,Positive,0.3612,Neutral,Neutral
hosting a sleepover with friends this weekend. preparing for a night of laughter and memories!,Excitement,2023-08-17 22:15:00,SleepoverHostHighSchool,Twitter,#SleepoverFun #HighSchoolMemories,18.0,35.0,UK,2023,8,17,22,hosting a sleepover with friends this weekend preparing for a night of laughter and memories,"['hosting', 'a', 'sleepover', 'with', 'friends', 'this', 'weekend', 'preparing', 'for', 'a', 'night', 'of', 'laughter', 'and', 'memories']","['hosting', 'sleepover', 'friends', 'weekend', 'preparing', 'night', 'laughter', 'memories']","['host', 'sleepov', 'friend', 'weekend', 'prepar', 'night', 'laughter', 'memori']","['hosting', 'sleepover', 'friend', 'weekend', 'preparing', 'night', 'laughter', 'memory']",hosting sleepover friend weekend preparing night laughter memory,Neutral,Positive,0.7506,Positive,Positive
"spent hours on a tiktok dance, only to realize i have two left feet. dance fail: unleashed!",Embarrassed,2023-08-18 16:30:00,TikTokFailHighSchool,Facebook,#DanceFail #HighSchoolTikTok,25.0,50.0,USA,2023,8,18,16,spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed,"['spent', 'hours', 'on', 'a', 'tiktok', 'dance', 'only', 'to', 'realize', 'i', 'have', 'two', 'left', 'feet', 'dance', 'fail', 'unleashed']","['spent', 'hours', 'tiktok', 'dance', 'realize', 'two', 'left', 'feet', 'dance', 'fail', 'unleashed']","['spent', 'hour', 'tiktok', 'danc', 'realiz', 'two', 'left', 'feet', 'danc', 'fail', 'unleash']","['spent', 'hour', 'tiktok', 'dance', 'realize', 'two', 'left', 'foot', 'dance', 'fail', 'unleashed']",spent hour tiktok dance realize two left foot dance fail unleashed,Negative,Negative,-0.5423,Negative,Positive
accidentally liked my crush's old photo while stalking their profile. awkward level: maximum!,Embarrassed,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,Instagram,#SocialMediaBlunder #HighSchoolAwkward,22.0,45.0,UK,2023,8,19,19,accidentally liked my crushs old photo while stalking their profile awkward level maximum,"['accidentally', 'liked', 'my', 'crushs', 'old', 'photo', 'while', 'stalking', 'their', 'profile', 'awkward', 'level', 'maximum']","['accidentally', 'liked', 'crushs', 'old', 'photo', 'stalking', 'profile', 'awkward', 'level', 'maximum']","['accident', 'like', 'crush', 'old', 'photo', 'stalk', 'profil', 'awkward', 'level', 'maximum']","['accidentally', 'liked', 'crush', 'old', 'photo', 'stalking', 'profile', 'awkward', 'level', 'maximum']",accidentally liked crush old photo stalking profile awkward level maximum,Positive,Negative,-0.2023,Negative,Negative
tried to impress my crush with a smooth conversation. ended up spilling my drink. smooth level: nonexistent!,Embarrassed,2023-08-20 17:00:00,CrushFailHighSchool,Twitter,#CrushFail #HighSchoolEmbarrassment,30.0,60.0,Canada,2023,8,20,17,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent,"['tried', 'to', 'impress', 'my', 'crush', 'with', 'a', 'smooth', 'conversation', 'ended', 'up', 'spilling', 'my', 'drink', 'smooth', 'level', 'nonexistent']","['tried', 'impress', 'crush', 'smooth', 'conversation', 'ended', 'spilling', 'drink', 'smooth', 'level', 'nonexistent']","['tri', 'impress', 'crush', 'smooth', 'convers', 'end', 'spill', 'drink', 'smooth', 'level', 'nonexist']","['tried', 'impress', 'crush', 'smooth', 'conversation', 'ended', 'spilling', 'drink', 'smooth', 'level', 'nonexistent']",tried impress crush smooth conversation ended spilling drink smooth level nonexistent,Positive,Positive,0.3182,Negative,Negative
mastered the art of creating paper airplanes during lecture. paper planes: soaring to new heights!,Joy,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,Instagram,#PaperPlaneExpert #HighSchoolArt,15.0,30.0,USA,2023,8,21,15,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights,"['mastered', 'the', 'art', 'of', 'creating', 'paper', 'airplanes', 'during', 'lecture', 'paper', 'planes', 'soaring', 'to', 'new', 'heights']","['mastered', 'art', 'creating', 'paper', 'airplanes', 'lecture', 'paper', 'planes', 'soaring', 'new', 'heights']","['master', 'art', 'creat', 'paper', 'airplan', 'lectur', 'paper', 'plane', 'soar', 'new', 'height']","['mastered', 'art', 'creating', 'paper', 'airplane', 'lecture', 'paper', 'plane', 'soaring', 'new', 'height']",mastered art creating paper airplane lecture paper plane soaring new height,Positive,Positive,0.296,Positive,Positive
trying to set a new trend by juggling textbooks between classes. academic juggling: a unique skill!,Excitement,2023-08-22 12:30:00,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22.0,40.0,Canada,2023,8,22,12,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill,"['trying', 'to', 'set', 'a', 'new', 'trend', 'by', 'juggling', 'textbooks', 'between', 'classes', 'academic', 'juggling', 'a', 'unique', 'skill']","['trying', 'set', 'new', 'trend', 'juggling', 'textbooks', 'classes', 'academic', 'juggling', 'unique', 'skill']","['tri', 'set', 'new', 'trend', 'juggl', 'textbook', 'class', 'academ', 'juggl', 'uniqu', 'skill']","['trying', 'set', 'new', 'trend', 'juggling', 'textbook', 'class', 'academic', 'juggling', 'unique', 'skill']",trying set new trend juggling textbook class academic juggling unique skill,Positive,Neutral,0.0,Positive,Positive
hiding a snack stash in my backpack for emergency cravings. snack ninja mode: activated!,Mischievous,2023-08-23 16:45:00,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28.0,55.0,USA,2023,8,23,16,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated,"['hiding', 'a', 'snack', 'stash', 'in', 'my', 'backpack', 'for', 'emergency', 'cravings', 'snack', 'ninja', 'mode', 'activated']","['hiding', 'snack', 'stash', 'backpack', 'emergency', 'cravings', 'snack', 'ninja', 'mode', 'activated']","['hide', 'snack', 'stash', 'backpack', 'emerg', 'crave', 'snack', 'ninja', 'mode', 'activ']","['hiding', 'snack', 'stash', 'backpack', 'emergency', 'craving', 'snack', 'ninja', 'mode', 'activated']",hiding snack stash backpack emergency craving snack ninja mode activated,Neutral,Negative,-0.5859,Neutral,Neutral
planning a surprise scavenger hunt for friends. anticipating the thrill and excitement!,Excitement,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20.0,38.0,UK,2023,8,24,18,planning a surprise scavenger hunt for friends anticipating the thrill and excitement,"['planning', 'a', 'surprise', 'scavenger', 'hunt', 'for', 'friends', 'anticipating', 'the', 'thrill', 'and', 'excitement']","['planning', 'surprise', 'scavenger', 'hunt', 'friends', 'anticipating', 'thrill', 'excitement']","['plan', 'surpris', 'scaveng', 'hunt', 'friend', 'anticip', 'thrill', 'excit']","['planning', 'surprise', 'scavenger', 'hunt', 'friend', 'anticipating', 'thrill', 'excitement']",planning surprise scavenger hunt friend anticipating thrill excitement,Neutral,Positive,0.875,Positive,Positive
danced in the rain to celebrate the end of exams. rain dance: unexpectedly refreshing!,Joy,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25.0,50.0,Canada,2023,8,25,14,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing,"['danced', 'in', 'the', 'rain', 'to', 'celebrate', 'the', 'end', 'of', 'exams', 'rain', 'dance', 'unexpectedly', 'refreshing']","['danced', 'rain', 'celebrate', 'end', 'exams', 'rain', 'dance', 'unexpectedly', 'refreshing']","['danc', 'rain', 'celebr', 'end', 'exam', 'rain', 'danc', 'unexpectedli', 'refresh']","['danced', 'rain', 'celebrate', 'end', 'exam', 'rain', 'dance', 'unexpectedly', 'refreshing']",danced rain celebrate end exam rain dance unexpectedly refreshing,Positive,Positive,0.5719,Positive,Positive
accidentally sent a text meant for a friend to the class group chat. texting fail: oops moment!,Embarrassed,2023-08-26 17:30:00,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18.0,35.0,USA,2023,8,26,17,accidentally sent a text meant for a friend to the class group chat texting fail oops moment,"['accidentally', 'sent', 'a', 'text', 'meant', 'for', 'a', 'friend', 'to', 'the', 'class', 'group', 'chat', 'texting', 'fail', 'oops', 'moment']","['accidentally', 'sent', 'text', 'meant', 'friend', 'class', 'group', 'chat', 'texting', 'fail', 'oops', 'moment']","['accident', 'sent', 'text', 'meant', 'friend', 'class', 'group', 'chat', 'text', 'fail', 'oop', 'moment']","['accidentally', 'sent', 'text', 'meant', 'friend', 'class', 'group', 'chat', 'texting', 'fail', 'oops', 'moment']",accidentally sent text meant friend class group chat texting fail oops moment,Negative,Negative,-0.4019,Negative,Negative
tried a magic trick to impress classmates. magic fail: where did that rabbit go?,Embarrassed,2023-08-27 20:45:00,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22.0,45.0,UK,2023,8,27,20,tried a magic trick to impress classmates magic fail where did that rabbit go,"['tried', 'a', 'magic', 'trick', 'to', 'impress', 'classmates', 'magic', 'fail', 'where', 'did', 'that', 'rabbit', 'go']","['tried', 'magic', 'trick', 'impress', 'classmates', 'magic', 'fail', 'rabbit', 'go']","['tri', 'magic', 'trick', 'impress', 'classmat', 'magic', 'fail', 'rabbit', 'go']","['tried', 'magic', 'trick', 'impress', 'classmate', 'magic', 'fail', 'rabbit', 'go']",tried magic trick impress classmate magic fail rabbit go,Positive,Negative,-0.2023,Negative,Positive
perfecting the art of creating origami during a dull lecture. origami mastery: a+!,Joy,2023-08-28 16:00:00,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18.0,36.0,USA,2023,8,28,16,perfecting the art of creating origami during a dull lecture origami mastery a,"['perfecting', 'the', 'art', 'of', 'creating', 'origami', 'during', 'a', 'dull', 'lecture', 'origami', 'mastery', 'a']","['perfecting', 'art', 'creating', 'origami', 'dull', 'lecture', 'origami', 'mastery']","['perfect', 'art', 'creat', 'origami', 'dull', 'lectur', 'origami', 'masteri']","['perfecting', 'art', 'creating', 'origami', 'dull', 'lecture', 'origami', 'mastery']",perfecting art creating origami dull lecture origami mastery,Negative,Positive,0.4215,Positive,Positive
attempting to set a new record for the most consecutive hacky sack kicks. hacky sack skills: unleashed!,Excitement,2023-08-29 13:45:00,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26.0,48.0,Canada,2023,8,29,13,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed,"['attempting', 'to', 'set', 'a', 'new', 'record', 'for', 'the', 'most', 'consecutive', 'hacky', 'sack', 'kicks', 'hacky', 'sack', 'skills', 'unleashed']","['attempting', 'set', 'new', 'record', 'consecutive', 'hacky', 'sack', 'kicks', 'hacky', 'sack', 'skills', 'unleashed']","['attempt', 'set', 'new', 'record', 'consecut', 'hacki', 'sack', 'kick', 'hacki', 'sack', 'skill', 'unleash']","['attempting', 'set', 'new', 'record', 'consecutive', 'hacky', 'sack', 'kick', 'hacky', 'sack', 'skill', 'unleashed']",attempting set new record consecutive hacky sack kick hacky sack skill unleashed,Positive,Neutral,0.0,Positive,Positive
creating a secret handshake with friends. friendship level: expert!,Joy,2023-08-30 17:30:00,SecretHandshakeHighSchool,Facebook,#FriendshipGoals #HighSchoolMemories,20.0,40.0,USA,2023,8,30,17,creating a secret handshake with friends friendship level expert,"['creating', 'a', 'secret', 'handshake', 'with', 'friends', 'friendship', 'level', 'expert']","['creating', 'secret', 'handshake', 'friends', 'friendship', 'level', 'expert']","['creat', 'secret', 'handshak', 'friend', 'friendship', 'level', 'expert']","['creating', 'secret', 'handshake', 'friend', 'friendship', 'level', 'expert']",creating secret handshake friend friendship level expert,Negative,Positive,0.8074,Positive,Positive
embarking on a mission to find the best burger joint in town. burger connoisseur: reporting for duty!,Excitement,2023-08-31 20:15:00,BurgerQuestHighSchool,Twitter,#BurgerQuest #HighSchoolFoodie,24.0,42.0,UK,2023,8,31,20,embarking on a mission to find the best burger joint in town burger connoisseur reporting for duty,"['embarking', 'on', 'a', 'mission', 'to', 'find', 'the', 'best', 'burger', 'joint', 'in', 'town', 'burger', 'connoisseur', 'reporting', 'for', 'duty']","['embarking', 'mission', 'find', 'best', 'burger', 'joint', 'town', 'burger', 'connoisseur', 'reporting', 'duty']","['embark', 'mission', 'find', 'best', 'burger', 'joint', 'town', 'burger', 'connoisseur', 'report', 'duti']","['embarking', 'mission', 'find', 'best', 'burger', 'joint', 'town', 'burger', 'connoisseur', 'reporting', 'duty']",embarking mission find best burger joint town burger connoisseur reporting duty,Positive,Positive,0.6369,Positive,Positive
practicing a stand-up comedy routine for the upcoming talent show. comedy gig: in the making!,Joy,2023-09-01 14:45:00,ComedyGeniusHighSchool,Instagram,#StandUpComedy #HighSchoolTalent,21.0,39.0,Canada,2023,9,1,14,practicing a standup comedy routine for the upcoming talent show comedy gig in the making,"['practicing', 'a', 'standup', 'comedy', 'routine', 'for', 'the', 'upcoming', 'talent', 'show', 'comedy', 'gig', 'in', 'the', 'making']","['practicing', 'standup', 'comedy', 'routine', 'upcoming', 'talent', 'show', 'comedy', 'gig', 'making']","['practic', 'standup', 'comedi', 'routin', 'upcom', 'talent', 'show', 'comedi', 'gig', 'make']","['practicing', 'standup', 'comedy', 'routine', 'upcoming', 'talent', 'show', 'comedy', 'gig', 'making']",practicing standup comedy routine upcoming talent show comedy gig making,Neutral,Positive,0.7783,Positive,Positive
accidentally sent a love letter to the wrong person. love note fail: maximum embarrassment!,Embarrassed,2023-09-02 18:30:00,LoveLetterBlunderHighSchool,Facebook,#LoveLetterFail #HighSchoolAwkward,17.0,33.0,USA,2023,9,2,18,accidentally sent a love letter to the wrong person love note fail maximum embarrassment,"['accidentally', 'sent', 'a', 'love', 'letter', 'to', 'the', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrassment']","['accidentally', 'sent', 'love', 'letter', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrassment']","['accident', 'sent', 'love', 'letter', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrass']","['accidentally', 'sent', 'love', 'letter', 'wrong', 'person', 'love', 'note', 'fail', 'maximum', 'embarrassment']",accidentally sent love letter wrong person love note fail maximum embarrassment,Neutral,Negative,-0.3612,Negative,Negative
attempting to impress the teacher with an elaborate science experiment. science geek mode: activated!,Excitement,2023-09-03 22:00:00,ScienceExperimentProHighSchool,Twitter,#ScienceGeek #HighSchoolExperiments,23.0,44.0,UK,2023,9,3,22,attempting to impress the teacher with an elaborate science experiment science geek mode activated,"['attempting', 'to', 'impress', 'the', 'teacher', 'with', 'an', 'elaborate', 'science', 'experiment', 'science', 'geek', 'mode', 'activated']","['attempting', 'impress', 'teacher', 'elaborate', 'science', 'experiment', 'science', 'geek', 'mode', 'activated']","['attempt', 'impress', 'teacher', 'elabor', 'scienc', 'experi', 'scienc', 'geek', 'mode', 'activ']","['attempting', 'impress', 'teacher', 'elaborate', 'science', 'experiment', 'science', 'geek', 'mode', 'activated']",attempting impress teacher elaborate science experiment science geek mode activated,Positive,Positive,0.2732,Positive,Positive
